segment_id,route,km_marker,rail_temperature_c,vibration_level,track_stress_nm,wear_index_min,track_age_years,traffic_load_trains_per_day,last_inspection_days_ago,defect_detected,infra_risk_score,risk_level
SEG-00282,ERS-MAS,139.9,37.0,2.67,36.5,83,8,189,176,0,33.6,Warning
SEG-00283,MAS-NZM-2,344.0,34.8,1.29,49.8,85,39,49,322,0,49.8,Warning
SEG-00284,TVC-LTT,187.8,49.2,1.75,43.0,88,18,45,136,0,36.1,Warning
SEG-00285,MAS-SBC,175.9,45.0,5.14,19.2,90,3,150,277,0,36.5,Warning
SEG-00286,ERS-MAS,90.2,41.4,2.33,36.0,92,18,180,282,0,39.8,Warning
SEG-00287,ERS-MAS,245.5,36.2,2.45,33.2,94,16,69,168,0,35.5,Warning
SEG-00288,HYB-MAS,5.0,34.5,3.71,31.6,96,32,178,30,0,41.1,Warning
SEG-00289,MAS-CBE,17.3,44.4,1.26,42.2,98,1,130,322,0,33.9,Warning
SEG-00290,MAS-NZM,209.8,40.4,1.56,46.7,103,26,115,336,0,46.5,Warning
SEG-00291,MAS-NZM,119.6,40.4,1.57,45.6,105,12,101,269,0,39.2,Warning
SEG-00292,TVC-LTT,333.7,31.3,1.78,42.6,107,38,157,1,0,41.4,Warning
SEG-00293,HYB-MAS,316.1,40.2,0.97,40.2,109,21,41,171,0,36.6,Warning
SEG-00294,ERS-MAS,249.8,46.4,1.3,44.8,111,13,73,129,0,35.2,Warning
SEG-00295,MAS-NZM-2,286.4,48.9,1.19,51.1,116,12,198,168,0,38.1,Warning
SEG-00296,HYB-MAS,233.6,32.1,3.19,30.7,119,13,100,61,0,34.8,Warning
SEG-00297,TVC-LTT,44.0,42.5,1.32,46.2,122,18,151,117,0,38.1,Warning
SEG-00298,TVC-LTT,267.9,41.2,3.17,25.3,124,19,56,322,0,42.6,Warning
SEG-00299,HYB-MAS,73.6,47.6,5.59,18.7,126,19,82,123,0,42.3,Warning
SEG-00300,TVC-LTT,113.2,44.7,2.32,35.6,131,6,70,260,0,37.6,Warning
SEG-00301,HYB-MAS,286.7,49.0,2.64,38.3,134,7,155,226,0,39.2,Warning
SEG-00302,MAS-SBC,187.8,48.8,3.33,27.1,136,7,20,292,0,39.4,Warning
SEG-00303,HYB-MAS,301.0,34.2,2.0,35.1,138,28,27,352,0,47.8,Warning
SEG-00304,MAS-CBE,74.6,44.2,1.81,43.5,143,28,100,186,0,46.0,Warning
SEG-00305,HYB-MAS,212.7,40.3,3.31,27.5,146,19,124,85,0,39.1,Warning
SEG-00306,TVC-LTT,29.3,33.9,5.59,19.2,148,16,131,218,0,45.7,Warning
SEG-00307,MAS-CBE,225.1,33.5,1.2,47.1,150,17,156,143,0,40.6,Warning
SEG-00308,TVC-LTT,266.9,31.3,2.39,36.6,152,22,198,90,0,41.2,Warning
SEG-00309,MAS-NZM,204.7,45.7,0.8,47.2,155,19,163,341,0,46.0,Warning
SEG-00310,MAS-NZM,93.2,36.2,1.64,40.8,157,29,78,268,0,48.3,Warning
SEG-00311,MAS-CBE,11.0,47.0,2.08,41.8,160,19,64,76,0,41.1,Warning
SEG-00312,MAS-SBC,41.8,42.0,1.66,44.1,165,35,184,69,0,46.9,Warning
SEG-00313,MAS-NZM,217.8,43.2,1.75,36.0,168,25,110,298,0,47.1,Warning
SEG-00314,HYB-MAS,327.0,35.7,0.84,50.8,170,20,85,160,0,44.0,Warning
SEG-00315,TVC-LTT,72.3,38.9,0.77,53.0,172,37,55,8,0,46.9,Warning
SEG-00316,MAS-NZM,257.3,38.0,2.78,40.6,175,19,95,219,0,47.9,Warning
SEG-00317,MAS-NZM,303.3,34.4,3.18,33.2,177,13,69,310,0,47.0,Warning
SEG-00318,MAS-SBC,182.3,46.3,3.01,28.4,179,12,118,88,0,38.5,Warning
SEG-00319,MAS-CBE,234.2,42.1,2.0,39.9,181,15,114,141,0,42.2,Warning
SEG-00320,MAS-CBE,285.3,30.4,2.58,32.1,183,4,166,29,0,34.2,Warning
SEG-00321,ERS-MAS,91.2,46.0,2.22,38.2,185,15,173,13,0,39.1,Warning
SEG-00322,MAS-SBC,103.9,31.8,2.04,32.5,190,17,137,314,0,46.0,Warning
SEG-00323,HYB-MAS,0.2,37.7,1.63,40.0,192,27,119,63,0,44.4,Warning
SEG-00324,MAS-CBE,337.1,41.1,2.29,46.3,194,11,87,343,0,50.3,Warning
SEG-00325,TVC-LTT,321.1,29.8,1.86,41.9,196,23,131,175,0,47.6,Warning
SEG-00326,MAS-SBC,267.6,42.7,3.09,27.8,199,15,190,216,0,44.8,Warning
SEG-00327,MAS-NZM,27.7,42.7,1.94,41.4,201,31,146,235,0,52.7,Warning
SEG-00328,TVC-LTT,156.6,42.6,1.19,56.7,203,26,114,87,1,74.9,High
SEG-00329,TVC-LTT,35.7,32.7,3.11,31.4,205,7,141,74,0,39.7,Warning
SEG-00330,MAS-NZM,5.6,34.7,3.21,29.9,210,13,146,294,0,48.1,Warning
SEG-00331,MAS-SBC,215.7,34.4,1.34,41.9,215,13,122,69,0,40.9,Warning
SEG-00332,MAS-NZM,336.3,48.7,1.3,51.9,218,20,78,69,0,47.0,Warning
SEG-00333,ERS-MAS,316.0,30.8,2.15,40.2,0,34,65,223,0,37.8,Warning
SEG-00334,TVC-LTT,243.9,37.9,2.79,31.3,3,10,59,285,0,29.6,Safe
SEG-00335,MAS-NZM-2,33.8,46.8,1.75,44.8,5,37,160,122,0,36.9,Warning
SEG-00336,MAS-NZM-2,96.0,44.6,3.38,25.9,8,27,140,263,0,35.7,Warning
SEG-00337,HYB-MAS,112.0,45.9,4.81,20.5,10,34,124,221,0,39.8,Warning
SEG-00338,MAS-CBE,267.1,48.9,3.34,27.7,13,36,28,311,0,41.3,Warning
SEG-00339,MAS-NZM,280.8,37.1,2.3,38.2,15,16,85,164,0,30.4,Warning
SEG-00340,MAS-NZM,134.8,35.5,3.17,32.2,17,21,72,263,0,35.7,Warning
SEG-00341,HYB-MAS,146.3,29.9,1.78,39.4,20,16,100,92,0,27.7,Safe
SEG-00342,HYB-MAS,15.6,32.3,2.11,32.6,22,17,23,266,0,31.6,Warning
SEG-00343,HYB-MAS,101.2,40.5,1.76,46.5,25,15,145,336,0,36.8,Warning
SEG-00344,TVC-LTT,157.9,32.5,1.28,48.6,27,13,161,74,0,28.3,Safe
SEG-00345,ERS-MAS,40.9,44.1,7.45,13.8,29,33,124,314,0,49.1,Warning
SEG-00346,MAS-NZM,158.6,30.1,2.43,32.9,32,5,155,90,0,24.2,Safe
SEG-00347,TVC-LTT,298.6,34.5,1.69,45.2,34,27,116,354,0,41.8,Warning
SEG-00348,HYB-MAS,203.5,43.3,2.19,40.8,37,1,192,296,0,30.7,Warning
SEG-00349,MAS-NZM,27.6,34.6,2.61,31.7,39,30,111,129,0,35.3,Warning
SEG-00350,TVC-LTT,67.1,44.0,2.49,34.3,41,23,97,49,0,31.2,Warning
SEG-00351,ERS-MAS,166.1,49.4,1.35,44.3,43,15,102,86,0,29.3,Safe
SEG-00352,TVC-LTT,126.5,45.4,2.58,31.0,48,36,89,144,0,38.3,Warning
SEG-00353,ERS-MAS,125.6,36.3,1.97,46.0,51,19,55,135,0,35.3,Warning
SEG-00354,HYB-MAS,185.2,47.4,2.95,30.0,54,30,103,115,0,36.5,Warning
SEG-00355,ERS-MAS,204.5,30.5,2.85,34.3,59,16,148,277,0,37.3,Warning
SEG-00356,MAS-NZM,278.9,44.0,2.65,36.9,61,18,160,66,0,32.7,Warning
SEG-00357,HYB-MAS,119.3,29.9,1.34,48.9,63,26,159,187,0,39.4,Warning
SEG-00358,MAS-NZM,281.9,32.9,2.03,34.2,66,17,94,345,0,37.6,Warning
SEG-00359,MAS-NZM-2,118.5,49.2,1.74,36.7,68,11,119,201,0,31.5,Warning
SEG-00360,MAS-SBC,19.4,36.7,2.32,34.6,71,29,164,138,0,37.8,Warning
SEG-00361,ERS-MAS,194.0,45.8,2.05,38.2,74,9,194,52,0,28.6,Safe
SEG-00362,MAS-SBC,205.8,36.9,2.49,36.8,77,17,72,213,0,37.1,Warning
SEG-00363,MAS-SBC,327.1,46.3,2.75,30.9,79,27,86,158,0,38.3,Warning
SEG-00364,ERS-MAS,254.1,48.8,1.57,47.8,84,37,29,290,0,48.3,Warning
SEG-00365,HYB-MAS,321.2,38.2,1.39,55.2,86,22,65,350,0,46.5,Warning
SEG-00366,MAS-NZM-2,317.9,40.6,1.08,57.5,88,8,102,206,0,37.3,Warning
SEG-00367,MAS-NZM,211.6,42.0,2.24,40.9,90,3,136,342,0,37.1,Warning
SEG-00368,TVC-LTT,184.7,48.1,2.33,38.3,93,38,23,321,0,49.2,Warning
SEG-00369,MAS-NZM,195.1,34.5,1.87,39.5,96,35,76,316,0,47.2,Warning
SEG-00370,TVC-LTT,342.4,41.6,2.44,36.1,98,32,57,136,0,41.9,Warning
SEG-00371,MAS-NZM,270.6,35.8,2.64,37.2,103,8,159,75,0,32.6,Warning
SEG-00372,ERS-MAS,37.2,33.7,2.54,38.1,106,27,50,69,0,39.8,Warning
SEG-00373,MAS-NZM-2,272.4,30.9,1.38,51.7,108,32,149,301,0,49.4,Warning
SEG-00374,TVC-LTT,59.7,41.7,1.42,42.0,111,36,148,49,0,41.0,Warning
SEG-00375,MAS-CBE,156.6,46.9,1.53,43.0,113,34,100,202,0,45.3,Warning
SEG-00376,HYB-MAS,73.7,36.3,2.12,37.4,115,25,44,62,0,38.1,Warning
SEG-00377,MAS-NZM,241.4,40.3,1.36,51.9,117,31,24,167,0,46.0,Warning
SEG-00378,MAS-NZM,307.1,42.1,1.49,53.9,120,13,67,205,0,41.7,Warning
SEG-00379,TVC-LTT,101.6,37.4,3.41,29.4,123,15,161,149,0,38.5,Warning
SEG-00380,HYB-MAS,28.7,47.2,3.41,26.8,125,13,71,121,0,36.2,Warning
SEG-00381,HYB-MAS,104.5,36.6,8.13,12.8,127,33,93,309,1,83.4,Critical
SEG-00382,ERS-MAS,235.3,31.9,2.2,40.4,129,31,168,97,0,43.6,Warning
SEG-00383,MAS-CBE,115.1,32.2,0.97,48.0,131,25,172,53,0,39.3,Warning
SEG-00384,ERS-MAS,97.3,47.2,3.92,27.0,133,23,118,9,0,39.1,Warning
SEG-00385,ERS-MAS,64.6,49.1,3.17,26.8,136,38,86,331,0,51.5,Warning
SEG-00386,ERS-MAS,174.1,35.2,1.43,45.4,138,3,138,251,0,37.5,Warning
SEG-00387,ERS-MAS,96.6,32.3,0.88,50.9,141,16,197,360,0,45.8,Warning
SEG-00388,ERS-MAS,255.9,39.2,0.47,60.4,143,2,122,349,0,42.5,Warning
SEG-00389,MAS-NZM-2,26.8,43.6,1.67,48.2,145,23,52,124,0,43.7,Warning
SEG-00390,HYB-MAS,232.4,41.7,1.4,54.8,147,34,164,122,0,49.4,Warning
SEG-00391,ERS-MAS,83.1,48.5,1.7,46.7,150,30,53,199,0,48.4,Warning
SEG-00392,HYB-MAS,171.2,45.8,1.88,38.1,152,10,173,317,0,41.9,Warning
SEG-00393,HYB-MAS,100.1,46.8,1.87,43.4,154,1,189,95,0,34.4,Warning
SEG-00394,MAS-SBC,253.0,40.2,1.06,52.2,157,22,178,30,0,41.3,Warning
SEG-00395,MAS-NZM-2,330.9,35.9,2.1,39.9,160,33,132,92,0,46.2,Warning
SEG-00396,ERS-MAS,321.0,43.3,2.35,37.7,162,25,70,84,0,43.2,Warning
SEG-00397,MAS-NZM,204.2,38.0,1.87,42.6,164,22,55,15,0,40.6,Warning
SEG-00398,TVC-LTT,161.9,35.0,3.53,28.9,166,16,32,143,0,42.2,Warning
SEG-00399,MAS-CBE,286.4,32.3,1.94,43.6,169,30,104,309,0,52.6,Warning
SEG-00400,MAS-NZM,239.2,39.8,1.3,49.7,174,18,32,209,0,45.9,Warning
SEG-00401,MAS-NZM-2,64.2,41.1,5.42,16.9,176,24,51,23,0,44.3,Warning
SEG-00402,TVC-LTT,287.3,40.7,3.22,30.4,178,5,152,326,0,43.7,Warning
SEG-00403,MAS-NZM-2,150.1,31.6,2.97,32.3,180,37,31,144,0,50.7,Warning
SEG-00404,HYB-MAS,66.1,40.5,0.61,59.8,182,23,188,87,0,46.5,Warning
SEG-00405,TVC-LTT,98.6,32.5,0.75,45.9,184,27,56,193,0,46.7,Warning
SEG-00406,HYB-MAS,93.6,42.4,1.06,57.6,186,12,87,173,0,45.6,Warning
SEG-00407,MAS-NZM,181.7,37.8,1.58,51.9,188,10,125,263,0,47.1,Warning
SEG-00408,MAS-NZM,82.0,46.2,2.51,42.1,190,34,195,295,0,56.5,High
SEG-00409,TVC-LTT,43.2,44.8,1.55,44.4,193,33,190,360,0,56.1,High
SEG-00410,TVC-LTT,43.3,43.7,1.69,41.3,196,16,112,50,0,40.8,Warning
SEG-00411,ERS-MAS,204.1,43.4,1.77,44.9,198,29,60,48,0,47.3,Warning
SEG-00412,MAS-NZM-2,257.2,40.6,1.52,44.3,201,18,75,49,0,42.4,Warning
SEG-00413,ERS-MAS,112.5,30.6,1.28,48.2,203,27,88,168,0,49.9,Warning
SEG-00414,MAS-NZM-2,12.1,42.4,2.36,34.5,205,7,30,167,0,41.0,Warning
SEG-00415,ERS-MAS,44.5,38.6,2.44,32.5,207,36,156,82,0,49.3,Warning
SEG-00416,HYB-MAS,320.1,38.7,2.0,42.8,209,27,132,63,0,47.8,Warning
SEG-00417,TVC-LTT,172.7,36.8,1.9,37.8,211,10,47,228,0,44.1,Warning
SEG-00418,MAS-NZM,158.8,47.8,1.32,50.1,213,10,41,214,0,46.3,Warning
SEG-00419,MAS-NZM-2,13.3,34.2,5.72,17.7,0,11,104,130,0,29.6,Safe
SEG-00420,MAS-NZM-2,255.0,35.5,1.94,38.2,2,30,25,154,0,33.3,Warning
SEG-00421,MAS-NZM,184.8,48.4,0.77,39.6,5,3,45,242,0,22.8,Safe
SEG-00422,ERS-MAS,70.7,45.4,2.85,31.1,8,29,163,96,0,32.1,Warning
SEG-00423,MAS-NZM-2,38.5,29.4,0.96,55.2,11,14,33,232,0,33.0,Warning
SEG-00424,MAS-CBE,134.2,47.3,1.84,43.9,13,13,54,238,0,31.7,Warning
SEG-00425,HYB-MAS,293.0,33.7,1.53,45.7,15,19,61,18,0,27.8,Safe
SEG-00426,TVC-LTT,302.9,43.3,2.89,28.9,17,25,72,344,0,37.4,Warning
SEG-00427,MAS-NZM,211.0,40.3,1.94,44.9,20,10,119,324,0,34.1,Warning
SEG-00428,TVC-LTT,254.6,40.1,1.91,42.2,22,15,169,246,0,33.0,Warning
SEG-00429,MAS-CBE,40.3,43.8,2.49,36.9,25,28,32,60,0,33.0,Warning
SEG-00430,MAS-NZM-2,205.8,33.5,0.23,62.3,28,38,30,130,0,40.8,Warning
SEG-00431,MAS-NZM-2,233.4,32.5,2.49,37.1,30,7,159,350,0,33.5,Warning
SEG-00432,MAS-CBE,70.2,42.4,1.62,41.9,32,14,116,49,0,27.1,Safe
SEG-00433,MAS-NZM,308.1,35.3,1.73,39.7,34,30,105,166,0,36.0,Warning
SEG-00434,HYB-MAS,68.2,48.9,3.96,23.7,37,12,72,168,0,30.7,Warning
SEG-00435,MAS-SBC,109.7,38.4,1.84,44.7,40,28,28,253,0,40.2,Warning
SEG-00436,MAS-NZM,217.2,31.5,1.89,41.2,43,14,90,336,0,36.4,Warning
SEG-00437,MAS-SBC,223.4,42.9,1.96,36.3,45,1,36,309,0,29.4,Safe
SEG-00438,MAS-CBE,244.8,35.3,2.15,38.5,47,4,29,64,0,25.3,Safe
SEG-00439,ERS-MAS,39.2,32.2,1.01,52.2,49,18,185,33,0,31.2,Warning
SEG-00440,MAS-SBC,297.3,37.7,2.14,34.6,51,36,142,58,0,36.1,Warning
SEG-00441,HYB-MAS,186.5,48.5,1.29,39.2,54,32,58,306,0,40.7,Warning
SEG-00442,ERS-MAS,165.0,37.6,1.31,46.6,56,28,129,64,0,35.3,Warning
SEG-00443,MAS-SBC,343.4,36.2,1.34,61.5,61,28,108,125,1,67.6,High
SEG-00444,MAS-CBE,259.1,38.1,1.75,45.1,63,38,113,61,0,40.3,Warning
SEG-00445,ERS-MAS,41.3,29.5,2.41,37.2,68,32,177,249,0,42.9,Warning
SEG-00446,MAS-CBE,264.8,32.0,3.64,26.7,70,8,126,138,0,31.1,Warning
SEG-00447,MAS-SBC,33.3,46.3,1.65,39.0,72,25,53,66,0,33.9,Warning
SEG-00448,MAS-CBE,9.6,49.0,1.21,59.9,74,20,52,179,0,41.1,Warning
SEG-00449,HYB-MAS,141.3,32.5,2.24,44.9,77,33,179,286,0,47.1,Warning
SEG-00450,MAS-SBC,347.8,40.2,2.64,37.9,79,30,31,281,0,44.8,Warning
SEG-00451,MAS-SBC,61.2,48.8,1.46,41.7,81,37,106,171,0,42.4,Warning
SEG-00452,MAS-SBC,235.4,32.5,1.58,46.1,84,16,112,243,0,38.6,Warning
SEG-00453,MAS-NZM,60.7,33.0,2.76,31.0,89,25,126,120,0,37.3,Warning
SEG-00454,MAS-NZM,253.7,47.8,1.99,36.2,92,38,29,344,0,48.0,Warning
SEG-00455,MAS-NZM,176.9,43.4,1.75,46.6,94,10,144,192,0,36.4,Warning
SEG-00456,HYB-MAS,238.0,32.3,1.52,57.4,96,5,38,187,0,37.6,Warning
SEG-00457,ERS-MAS,71.0,37.0,1.8,47.6,98,8,42,227,0,37.4,Warning
SEG-00458,MAS-CBE,261.0,30.4,0.63,53.6,103,33,147,266,0,46.8,Warning
SEG-00459,MAS-NZM-2,348.5,37.8,1.85,42.6,105,37,104,192,0,46.3,Warning
SEG-00460,MAS-SBC,233.0,44.8,1.79,42.3,107,1,126,240,0,34.0,Warning
SEG-00461,MAS-CBE,172.7,40.2,1.53,42.0,109,31,118,94,0,40.5,Warning
SEG-00462,MAS-SBC,323.1,42.2,1.36,40.2,114,7,78,126,0,31.7,Warning
SEG-00463,HYB-MAS,5.5,35.8,1.54,43.4,116,23,93,99,0,38.7,Warning
SEG-00464,MAS-SBC,255.5,32.5,9.93,4.2,118,24,21,344,1,82.7,Critical
SEG-00465,MAS-NZM,311.1,29.4,2.0,35.7,120,14,67,243,0,38.3,Warning
SEG-00466,MAS-NZM-2,21.6,45.6,1.68,42.9,122,23,25,20,0,37.3,Warning
SEG-00467,TVC-LTT,157.5,41.8,2.22,41.5,125,9,62,117,0,36.1,Warning
SEG-00468,MAS-SBC,71.7,33.6,5.9,16.5,127,8,164,359,0,44.9,Warning
SEG-00469,MAS-CBE,198.3,37.5,2.63,31.6,129,8,146,99,0,33.3,Warning
SEG-00470,MAS-NZM,227.3,45.2,2.43,32.7,131,3,98,330,0,37.7,Warning
SEG-00471,TVC-LTT,105.9,39.9,1.93,44.2,134,32,183,155,0,46.5,Warning
SEG-00472,MAS-NZM-2,161.0,35.2,1.46,42.4,139,4,171,307,0,38.5,Warning
SEG-00473,TVC-LTT,97.8,34.6,1.92,41.8,144,38,140,185,0,49.5,Warning
SEG-00474,MAS-NZM,129.3,33.6,2.05,37.0,147,2,139,335,0,39.1,Warning
SEG-00475,ERS-MAS,55.8,45.7,1.8,49.8,150,9,48,3,0,36.5,Warning
SEG-00476,ERS-MAS,309.9,40.9,1.23,41.1,152,1,97,157,0,33.2,Warning
SEG-00477,TVC-LTT,3.5,43.4,2.34,37.9,154,11,77,175,0,39.8,Warning
SEG-00478,HYB-MAS,308.8,46.5,1.75,41.4,156,29,89,336,0,50.6,Warning
SEG-00479,MAS-CBE,200.1,49.0,3.87,22.6,161,26,28,69,0,42.4,Warning
SEG-00480,MAS-CBE,116.1,34.2,0.9,57.3,163,27,189,21,0,44.7,Warning
SEG-00481,TVC-LTT,253.1,32.9,2.42,32.0,166,38,58,298,0,52.5,Warning
SEG-00482,MAS-SBC,177.7,38.4,2.26,39.5,168,29,141,118,0,46.4,Warning
SEG-00483,MAS-SBC,174.7,29.9,2.21,37.4,171,33,187,277,0,51.7,Warning
SEG-00484,MAS-CBE,38.5,45.1,0.91,56.9,173,28,78,130,0,48.7,Warning
SEG-00485,MAS-CBE,136.3,46.9,2.33,33.7,175,31,63,206,0,48.4,Warning
SEG-00486,ERS-MAS,84.4,43.0,3.01,30.7,177,19,84,197,0,44.8,Warning
SEG-00487,HYB-MAS,5.5,34.6,2.41,35.9,180,26,30,135,0,45.9,Warning
SEG-00488,MAS-NZM,126.0,31.7,1.72,35.0,183,29,110,203,0,46.8,Warning
SEG-00489,MAS-SBC,31.4,36.9,2.42,42.8,186,11,103,35,0,40.4,Warning
SEG-00490,MAS-CBE,89.9,46.0,1.04,55.8,188,32,24,30,0,48.7,Warning
SEG-00491,ERS-MAS,32.4,36.2,1.69,37.9,191,21,133,311,0,48.3,Warning
SEG-00492,MAS-NZM-2,35.3,29.9,1.47,45.6,193,38,196,257,0,55.3,High
SEG-00493,ERS-MAS,69.7,34.8,1.37,43.5,195,34,198,182,0,50.9,Warning
SEG-00494,MAS-SBC,349.9,49.1,1.76,38.8,197,22,183,208,0,46.8,Warning
SEG-00495,MAS-SBC,0.8,43.0,0.92,49.8,199,27,124,129,0,47.9,Warning
SEG-00496,ERS-MAS,223.5,47.4,1.69,49.7,201,8,35,63,0,41.4,Warning
SEG-00497,MAS-NZM,49.4,44.8,2.11,40.0,206,31,26,342,0,56.0,High
SEG-00498,TVC-LTT,322.2,40.0,1.96,39.2,209,1,63,77,0,37.0,Warning
SEG-00499,MAS-SBC,32.8,32.3,2.58,30.2,211,39,45,15,0,48.5,Warning
SEG-00500,ERS-MAS,334.3,36.3,2.02,35.1,213,34,55,325,0,55.3,High
SEG-00501,MAS-CBE,213.8,41.0,3.7,27.4,215,24,111,59,0,46.8,Warning
SEG-00502,ERS-MAS,0.4,46.9,1.72,46.2,218,28,191,151,0,51.6,Warning
SEG-00503,HYB-MAS,312.9,34.8,1.29,43.3,221,4,31,108,0,39.4,Warning
SEG-00504,TVC-LTT,182.6,31.9,1.59,48.1,0,18,109,107,0,29.7,Safe
SEG-00505,MAS-NZM-2,91.9,40.6,2.1,41.9,3,29,87,139,0,34.3,Warning
SEG-00506,MAS-NZM,268.5,33.0,2.57,35.0,6,23,127,280,0,35.2,Warning
SEG-00507,MAS-NZM-2,324.3,41.7,2.18,34.3,8,37,170,72,0,33.5,Warning
SEG-00508,TVC-LTT,169.3,34.9,1.61,48.2,10,27,123,111,0,34.0,Warning
SEG-00509,TVC-LTT,110.4,34.2,4.22,24.6,15,16,107,226,0,33.2,Warning
SEG-00510,TVC-LTT,276.1,37.4,1.44,41.3,17,27,114,106,0,31.6,Warning
SEG-00511,MAS-NZM-2,238.6,41.2,2.31,37.5,20,9,145,159,0,27.8,Safe
SEG-00512,MAS-CBE,311.1,40.3,1.81,39.4,22,5,49,150,0,25.4,Safe
SEG-00513,TVC-LTT,242.4,34.2,1.5,44.8,24,8,82,14,0,23.9,Safe
SEG-00514,ERS-MAS,85.2,47.1,1.51,38.8,26,18,22,5,0,25.5,Safe
SEG-00515,MAS-NZM-2,326.1,31.4,2.63,33.2,28,35,181,127,0,36.8,Warning
SEG-00516,TVC-LTT,36.7,30.1,3.18,28.0,30,6,121,273,0,30.0,Safe
SEG-00517,ERS-MAS,93.8,41.4,3.28,29.9,32,23,111,338,0,39.2,Warning
SEG-00518,MAS-CBE,182.1,31.8,1.3,58.2,34,26,196,211,0,40.8,Warning
SEG-00519,HYB-MAS,198.0,39.5,4.4,20.6,37,39,191,327,0,45.5,Warning
SEG-00520,MAS-CBE,5.4,48.6,5.0,19.8,39,24,188,346,0,42.1,Warning
SEG-00521,TVC-LTT,273.2,43.4,2.61,36.2,42,10,67,217,0,32.0,Warning
SEG-00522,MAS-NZM-2,126.6,41.7,1.92,35.8,44,15,27,79,0,28.0,Safe
SEG-00523,MAS-SBC,142.2,40.8,1.63,43.7,46,38,154,93,0,39.0,Warning
SEG-00524,TVC-LTT,283.3,32.8,1.36,45.9,49,20,56,238,0,36.4,Warning
SEG-00525,MAS-SBC,132.7,37.9,2.63,35.4,51,29,90,234,0,40.1,Warning
SEG-00526,ERS-MAS,16.5,36.1,1.73,45.5,53,6,197,177,0,30.8,Warning
SEG-00527,HYB-MAS,61.8,48.5,1.19,50.6,55,9,101,255,0,34.4,Warning
SEG-00528,MAS-NZM,334.6,34.3,2.47,35.8,57,5,131,321,0,33.6,Warning
SEG-00529,MAS-CBE,24.6,38.8,2.24,42.4,60,39,122,132,0,43.0,Warning
SEG-00530,HYB-MAS,124.2,48.2,2.33,36.2,63,19,40,265,0,37.5,Warning
SEG-00531,TVC-LTT,176.1,45.2,3.15,32.2,65,5,53,292,0,34.2,Warning
SEG-00532,MAS-SBC,172.6,48.7,2.22,34.9,68,20,196,179,0,35.1,Warning
SEG-00533,MAS-CBE,1.4,41.5,1.6,45.4,70,11,46,344,0,38.2,Warning
SEG-00534,MAS-SBC,175.4,36.0,2.95,29.8,72,27,27,146,0,37.6,Warning
SEG-00535,MAS-NZM-2,134.3,45.9,2.65,33.4,74,29,181,143,0,38.8,Warning
SEG-00536,MAS-SBC,340.2,35.1,1.15,52.4,76,7,37,20,0,29.3,Safe
SEG-00537,MAS-NZM-2,55.7,32.5,3.44,24.8,81,3,198,58,0,26.6,Safe
SEG-00538,ERS-MAS,124.0,43.4,2.03,43.0,83,5,159,296,0,36.1,Warning
SEG-00539,MAS-CBE,146.8,42.0,1.93,36.8,88,13,70,66,0,30.8,Warning
SEG-00540,MAS-CBE,136.7,46.8,3.53,25.8,91,16,187,345,0,40.8,Warning
SEG-00541,MAS-NZM,233.0,48.5,1.78,45.5,94,12,169,13,0,31.9,Warning
SEG-00542,TVC-LTT,75.4,46.4,0.75,52.3,96,39,155,62,0,42.8,Warning
SEG-00543,MAS-NZM-2,77.4,30.6,3.7,24.7,98,27,175,46,0,37.4,Warning
SEG-00544,MAS-NZM,255.2,42.6,2.3,36.1,100,33,197,93,0,40.8,Warning
SEG-00545,MAS-SBC,175.1,45.0,3.86,26.6,105,15,66,223,0,39.4,Warning
SEG-00546,MAS-SBC,145.3,49.1,4.6,22.1,108,21,75,23,0,37.1,Warning
SEG-00547,MAS-NZM,59.2,36.8,3.73,24.3,110,17,179,357,0,43.1,Warning
SEG-00548,MAS-CBE,65.6,32.7,1.83,39.3,112,37,158,67,0,42.2,Warning
SEG-00549,MAS-SBC,3.7,46.3,0.95,53.2,115,15,168,114,0,37.7,Warning
SEG-00550,ERS-MAS,32.0,35.6,1.57,40.4,117,20,173,206,0,39.7,Warning
SEG-00551,ERS-MAS,194.9,41.2,3.08,29.4,119,19,161,66,0,36.4,Warning
SEG-00552,MAS-NZM,312.2,37.0,0.62,54.3,121,1,98,50,0,30.5,Warning
SEG-00553,MAS-NZM-2,100.5,37.3,2.64,35.0,123,4,33,141,0,33.7,Warning
SEG-00554,MAS-NZM-2,114.7,43.9,2.31,36.0,126,3,119,258,0,36.1,Warning
SEG-00555,MAS-NZM,40.5,36.6,1.16,45.3,129,8,22,34,0,31.9,Warning
SEG-00556,MAS-NZM-2,136.0,43.1,2.16,42.2,134,5,141,296,0,40.2,Warning
SEG-00557,MAS-CBE,13.0,29.6,1.1,50.1,137,9,26,253,0,40.3,Warning
SEG-00558,MAS-CBE,321.2,35.8,1.54,48.3,139,1,58,69,0,33.2,Warning
SEG-00559,MAS-NZM-2,235.6,35.7,2.81,34.6,142,30,134,189,0,46.7,Warning
SEG-00560,ERS-MAS,346.8,44.3,1.95,40.6,144,7,129,153,0,36.7,Warning
SEG-00561,MAS-NZM-2,309.0,35.6,0.87,58.2,146,22,84,203,0,46.6,Warning
SEG-00562,MAS-CBE,165.5,42.0,2.97,34.4,148,20,44,77,0,40.7,Warning
SEG-00563,HYB-MAS,181.9,43.2,2.36,30.9,151,29,50,191,0,44.4,Warning
